mmsi,fpi_proxy_legacy,ecp_proxy_legacy,fpi_proxy_scientific,ecp_proxy_scientific,environment_score,temperature_score,salinity_score,productivity_score,hydrodynamic_score,behavior_score,fpi_delta,ecp_delta
538004416,0.4,0.4,0.0159,0.0173,0.6914,0.9115,0.9216,0.1119,0.7631,0.015,-0.3841,-0.38270000000000004
538004893,0.7739769150052467,0.928772298006296,0.2519,0.2804,0.7215,0.9263,0.9165,0.1244,0.9103,0.2362,-0.5220769150052467,-0.648372298006296
538007157,0.6798706548100243,0.6798706548100243,0.2099,0.2332,0.6649,0.9117,0.9221,0.1128,0.584,0.2,-0.4699706548100243,-0.4466706548100243
538007386,0.7656565656565657,0.7656565656565657,0.2536,0.2829,0.6581,0.9157,0.9167,0.1225,0.5188,0.2421,-0.5120565656565657,-0.4827565656565657
538008152,0.7831168831168831,0.7831168831168831,0.2764,0.3093,0.596,0.9111,0.9189,0.1071,0.1401,0.2687,-0.5067168831168831,-0.4738168831168831
538008691,0.7631490787269681,0.7631490787269681,0.4945,0.5637,0.6523,0.9119,0.9187,0.1088,0.5104,0.4729,-0.26864907872696814,-0.19944907872696815
538008755,0.8403341288782816,0.8403341288782816,0.4635,0.5276,0.7275,0.9141,0.924,0.1083,1.0,0.4339,-0.3768341288782816,-0.31273412887828167
538008811,0.8030612244897959,0.8030612244897959,0.6718,0.7816,0.6449,0.9118,0.9209,0.1091,0.4583,0.6438,-0.13126122448979594,-0.021461224489795927
538008946,0.6498915401301518,0.6498915401301518,0.1761,0.1951,0.674,0.9135,0.9184,0.1145,0.6417,0.1674,-0.4737915401301518,-0.45479154013015183
538009605,0.7004504504504505,0.7004504504504505,0.2994,0.3354,0.7073,0.9204,0.9152,0.1242,0.8338,0.2819,-0.4010504504504505,-0.36505045045045054
538009773,0.664855687606112,0.664855687606112,0.0896,0.0985,0.6587,0.9141,0.9164,0.1093,0.55,0.0855,-0.575255687606112,-0.566355687606112
538010029,0.6734299516908213,0.6734299516908213,0.1328,0.1465,0.6441,0.912,0.9237,0.1181,0.4333,0.1273,-0.5406299516908213,-0.5269299516908214
538010046,0.4,0.4,0.0159,0.0173,0.7002,0.9117,0.9256,0.1124,0.8154,0.015,-0.3841,-0.38270000000000004
538010121,0.4,0.4,0.0158,0.0172,0.6814,0.9122,0.9216,0.1152,0.6896,0.015,-0.38420000000000004,-0.38280000000000003
538010176,0.4,0.4,0.0157,0.0171,0.6628,0.9107,0.9279,0.1019,0.5833,0.015,-0.38430000000000003,-0.3829
538010344,0.4,0.4,0.008,0.0087,0.719,0.9122,0.9233,0.1161,0.9365,0.0075,-0.392,-0.39130000000000004
538010837,0.7543624161073825,0.905234899328859,0.247,0.275,0.7142,0.9254,0.9146,0.1282,0.8606,0.2321,-0.5073624161073825,-0.630234899328859
538010979,0.5977653631284916,0.5977653631284916,0.0345,0.0377,0.632,0.9132,0.9137,0.1258,0.3504,0.0332,-0.5632653631284916,-0.5600653631284916
538010991,0.7718811881188119,0.9262574257425742,0.285,0.3179,0.735,0.9272,0.9151,0.1271,0.9954,0.2662,-0.4868811881188119,-0.6083574257425741
538011017,0.0,0.0,0.0,0.0,0.7257,0.9149,0.9391,0.0876,1.0,0.0,0.0,0.0
538011073,0.4,0.4,0.016,0.0174,0.7112,0.9122,0.9213,0.1098,0.8973,0.015,-0.384,-0.38260000000000005
538011074,0.7366960907944514,0.7366960907944514,0.2089,0.2321,0.6604,0.911,0.9207,0.109,0.5639,0.1993,-0.5277960907944514,-0.5045960907944514
538011844,0.4,0.4,0.0241,0.0263,0.7305,0.9158,0.9159,0.1239,1.0,0.0225,-0.3759,-0.37370000000000003
538012120,0.6440870387890255,0.6440870387890255,0.1727,0.191,0.7207,0.9151,0.9244,0.121,0.93,0.162,-0.47138703878902555,-0.4530870387890255
538012137,0.9023255813953488,0.9023255813953488,0.3182,0.3576,0.5911,0.9126,0.9179,0.1005,0.1156,0.3097,-0.5841255813953488,-0.5447255813953489
538090571,0.7007582139848356,0.7007582139848356,0.2673,0.2986,0.6952,0.9151,0.9172,0.1074,0.7925,0.2525,-0.43345821398483564,-0.40215821398483564
538090582,0.6608355091383813,0.6608355091383813,0.4241,0.4805,0.6734,0.9154,0.9174,0.1175,0.6292,0.4031,-0.23673550913838132,-0.1803355091383813
538090605,0.4,0.4,0.024,0.0262,0.729,0.9137,0.92,0.1182,1.0,0.0225,-0.376,-0.3738
548263500,0.6495479204339965,0.6495479204339965,0.1078,0.1187,0.7032,0.9137,0.919,0.106,0.8495,0.1016,-0.5417479204339964,-0.5308479204339964
548985000,0.926366251198466,0.926366251198466,0.7393,0.8676,0.5968,0.9133,0.916,0.1075,0.143,0.7185,-0.1870662511984661,-0.05876625119846601
563000000,0.9724770642201837,0.9724770642201837,0.717,0.8658,0.581,0.9106,0.9208,0.1003,0.0501,0.7,-0.2554770642201837,-0.10667706422018364
563011000,0.8861480075901329,0.8861480075901329,0.3794,0.4286,0.5946,0.9113,0.9154,0.1122,0.126,0.3689,-0.5067480075901329,-0.4575480075901329
563049100,0.4,0.4,0.008,0.0087,0.7196,0.9138,0.9201,0.1188,0.9359,0.0075,-0.392,-0.39130000000000004
563053700,0.4,0.4,0.008,0.0087,0.7293,0.9153,0.9199,0.1169,1.0,0.0075,-0.392,-0.39130000000000004
563054900,0.7358752166377817,0.7358752166377817,0.1843,0.2043,0.6856,0.9157,0.9158,0.1231,0.7028,0.1746,-0.5515752166377816,-0.5315752166377816
563075510,0.954918972008512,0.954918972008512,0.8102,0.9803,0.615,0.9115,0.9185,0.1151,0.2526,0.7832,-0.14471897200851191,0.025381027991488003
563075940,0.935225955967555,0.935225955967555,0.9288,1.1238,0.599,0.9111,0.9187,0.1145,0.1481,0.902,-0.006425955967555019,0.18857404403244493
563082900,0.8013708019191227,0.8013708019191227,0.4351,0.4937,0.6027,0.9111,0.9217,0.1082,0.1792,0.4221,-0.3662708019191227,-0.30767080191912266
563083400,0.7670212765957447,0.7670212765957447,0.1964,0.2174,0.6596,0.9234,0.9155,0.1374,0.4854,0.1874,-0.5706212765957447,-0.5496212765957447
563087600,0.4,0.4,0.016,0.0174,0.7287,0.9164,0.9174,0.1145,1.0,0.015,-0.384,-0.38260000000000005
563088700,0.4,0.4,0.016,0.0174,0.7153,0.9115,0.9247,0.1117,0.9188,0.015,-0.384,-0.38260000000000005
563091100,0.696229802513465,0.696229802513465,0.2274,0.2526,0.7111,0.9233,0.9171,0.1264,0.8449,0.2139,-0.468829802513465,-0.443629802513465
563095400,0.6489583333333333,0.6489583333333333,0.1783,0.1972,0.6632,0.9197,0.9163,0.1294,0.5312,0.17,-0.4706583333333333,-0.4517583333333333
563098900,0.8971428571428572,0.8971428571428572,0.6815,0.7941,0.5989,0.9115,0.918,0.1106,0.1538,0.6618,-0.21564285714285725,-0.10304285714285721
563107100,0.7078341013824885,0.7078341013824885,0.1618,0.1786,0.6881,0.9168,0.9207,0.1278,0.7021,0.1532,-0.5460341013824885,-0.5292341013824885
563111200,0.76075,0.76075,0.2341,0.2607,0.6441,0.9126,0.9197,0.1079,0.4542,0.2244,-0.5266500000000001,-0.5000500000000001
563115400,0.4,0.4,0.008,0.0087,0.7277,0.9113,0.9256,0.1189,0.9889,0.0075,-0.392,-0.39130000000000004
563115900,0.4,0.4,0.008,0.0087,0.7296,0.9159,0.92,0.1169,1.0,0.0075,-0.392,-0.39130000000000004
563116700,0.7843520782396087,0.7843520782396087,0.2504,0.2793,0.6236,0.9125,0.9177,0.118,0.3038,0.2414,-0.5339520782396088,-0.5050520782396087
563117100,0.4,0.4,0.016,0.0174,0.727,0.914,0.9189,0.1104,1.0,0.015,-0.384,-0.38260000000000005
563117200,0.4,0.4,0.008,0.0087,0.7103,0.9118,0.9237,0.1163,0.8783,0.0075,-0.392,-0.39130000000000004
563118300,0.4322147651006711,0.4322147651006711,0.009,0.0098,0.6611,0.9105,0.9293,0.0933,0.5847,0.0086,-0.4232147651006711,-0.4224147651006711
563123456,1.0,1.0,0.0379,0.0415,0.611,0.9107,0.9229,0.1121,0.2276,0.0367,-0.9621,-0.9585
563124300,0.7552631578947369,0.7552631578947369,0.2018,0.2241,0.6779,0.9111,0.9148,0.1169,0.675,0.1916,-0.5534631578947369,-0.5311631578947369
563125500,0.4,0.4,0.008,0.0087,0.7129,0.9117,0.924,0.1166,0.8953,0.0075,-0.392,-0.39130000000000004
563128200,0.706701030927835,0.706701030927835,0.2357,0.2621,0.7271,0.9192,0.9136,0.1068,1.0,0.2207,-0.47100103092783496,-0.444601030927835
563133100,0.7091121495327103,0.7091121495327103,0.2031,0.2256,0.6375,0.9122,0.9174,0.1198,0.3948,0.195,-0.5060121495327103,-0.48351214953271027
563133800,0.9037162162162162,0.9037162162162162,0.2316,0.2579,0.6439,0.912,0.9145,0.1205,0.4403,0.222,-0.6721162162162162,-0.6458162162162162
563137600,0.5678977272727272,0.5678977272727272,0.097,0.1066,0.6721,0.9128,0.9211,0.1147,0.6271,0.0922,-0.4708977272727273,-0.4612977272727272
563137900,0.7527102803738318,0.7527102803738318,0.2489,0.2768,0.7206,0.9166,0.9215,0.1212,0.9293,0.2334,-0.5038102803738318,-0.4759102803738318
563143100,0.4,0.4,0.008,0.0087,0.7293,0.9151,0.9191,0.1177,1.0,0.0075,-0.392,-0.39130000000000004
563152400,0.7283858998144712,0.7283858998144712,0.2734,0.3056,0.6263,0.9113,0.9186,0.1175,0.3248,0.2634,-0.45498589981447124,-0.42278589981447123
563152800,0.7456953642384105,0.7456953642384105,0.2006,0.2228,0.6126,0.9117,0.9194,0.1216,0.2244,0.194,-0.5450953642384105,-0.5228953642384105
563153200,0.4,0.4,0.024,0.0262,0.722,0.9134,0.9204,0.1154,0.9581,0.0225,-0.376,-0.3738
563156700,0.4,0.4,0.0159,0.0173,0.696,0.9108,0.9254,0.1049,0.8024,0.015,-0.3841,-0.38270000000000004
563158900,0.754792899408284,0.754792899408284,0.5248,0.5967,0.7171,0.9221,0.9183,0.1245,0.8901,0.4927,-0.22999289940828394,-0.15809289940828397
563161400,0.4,0.4,0.0158,0.0172,0.6858,0.9121,0.9258,0.1143,0.7146,0.015,-0.38420000000000004,-0.38280000000000003
563165500,0.7249134948096886,0.7249134948096886,0.1451,0.1603,0.6583,0.9128,0.9173,0.1138,0.5417,0.1385,-0.5798134948096886,-0.5646134948096886
563168100,0.4,0.4,0.008,0.0087,0.7199,0.9124,0.9211,0.1187,0.9404,0.0075,-0.392,-0.39130000000000004
563169900,0.4,0.4,0.008,0.0087,0.7156,0.9123,0.9214,0.1164,0.9156,0.0075,-0.392,-0.39130000000000004
563171800,0.7245762711864407,0.7245762711864407,0.1837,0.2036,0.7017,0.9155,0.9179,0.116,0.8194,0.1732,-0.5408762711864408,-0.5209762711864407
563174100,0.6878756476683938,0.6878756476683938,0.216,0.2401,0.6652,0.9129,0.9173,0.115,0.5854,0.2058,-0.47187564766839385,-0.44777564766839384
563177300,0.4,0.4,0.016,0.0174,0.7278,0.9154,0.9155,0.114,1.0,0.015,-0.384,-0.38260000000000005
563178500,0.8091476091476092,0.8091476091476092,0.2945,0.3299,0.598,0.9094,0.9209,0.1066,0.1561,0.2861,-0.5146476091476092,-0.47924760914760917
563181000,0.7374149659863947,0.7374149659863947,0.2429,0.2708,0.6346,0.9138,0.917,0.1159,0.3781,0.2335,-0.49451496598639466,-0.4666149659863947
563181600,0.0,0.0,0.008,0.0087,0.7242,0.9119,0.9235,0.0988,1.0,0.0075,0.008,0.0087
563185700,0.7102702702702703,0.7102702702702703,0.4112,0.4655,0.6361,0.9111,0.9221,0.1088,0.4,0.3951,-0.29907027027027033,-0.24477027027027032
563187500,0.4,0.4,0.008,0.0087,0.7066,0.9119,0.9233,0.1188,0.8501,0.0075,-0.392,-0.39130000000000004
563190100,0.4,0.4,0.008,0.0087,0.73,0.9138,0.9181,0.1233,1.0,0.0075,-0.392,-0.39130000000000004
563190300,0.4,0.4,0.024,0.0262,0.7283,0.9143,0.9194,0.1148,1.0,0.0225,-0.376,-0.3738
563192500,0.7327067669172933,0.7327067669172933,0.2026,0.2249,0.6979,0.917,0.916,0.1227,0.7814,0.1912,-0.5301067669172933,-0.5078067669172933
563192600,0.4,0.4,0.008,0.0087,0.7305,0.9158,0.9189,0.1214,1.0,0.0075,-0.392,-0.39130000000000004
563195300,0.4,0.4,0.0237,0.0258,0.6779,0.9121,0.921,0.1192,0.6604,0.0225,-0.3763,-0.37420000000000003
563195600,0.4,0.4,0.0159,0.0173,0.69,0.9111,0.923,0.1138,0.75,0.015,-0.3841,-0.38270000000000004
563195900,0.4,0.4,0.008,0.0087,0.708,0.9117,0.925,0.1157,0.8626,0.0075,-0.392,-0.39130000000000004
563196200,0.7258110014104373,0.7258110014104373,0.3797,0.4283,0.6785,0.9135,0.9209,0.1145,0.6688,0.3604,-0.3461110014104373,-0.2975110014104373
563202400,0.8110497237569061,0.8110497237569061,0.3504,0.3945,0.6143,0.9111,0.9196,0.1142,0.249,0.3388,-0.4606497237569061,-0.4165497237569061
563205200,0.7792452830188679,0.7792452830188679,0.1992,0.2207,0.6682,0.9185,0.9201,0.1299,0.5618,0.1896,-0.5800452830188678,-0.5585452830188679
563208500,0.4,0.4,0.008,0.0087,0.7291,0.9153,0.9202,0.1159,1.0,0.0075,-0.392,-0.39130000000000004
563209500,0.4,0.4,0.016,0.0174,0.7278,0.9155,0.9167,0.1131,1.0,0.015,-0.384,-0.38260000000000005
563215100,0.9717100078802208,0.9717100078802208,0.6077,0.7086,0.7207,0.9084,0.9105,0.1009,1.0,0.57,-0.36401000788022075,-0.26311000788022076
563219300,0.9115987460815048,0.9115987460815048,0.8356,0.9938,0.6794,0.915,0.9185,0.1327,0.6438,0.7929,-0.07599874608150481,0.0822012539184952
563220900,0.4,0.4,0.0159,0.0173,0.6976,0.9111,0.9238,0.1137,0.7997,0.015,-0.3841,-0.38270000000000004
563224400,0.8127748691099477,0.8127748691099477,0.281,0.3146,0.6194,0.9132,0.9167,0.1088,0.2903,0.2713,-0.5317748691099476,-0.4981748691099477
563226600,0.4,0.4,0.008,0.0087,0.7301,0.9122,0.9269,0.1192,1.0,0.0075,-0.392,-0.39130000000000004
563228200,0.756140350877193,0.756140350877193,0.1861,0.2064,0.6307,0.9122,0.9192,0.1081,0.3666,0.1791,-0.570040350877193,-0.549740350877193
563230600,0.7421897810218978,0.7421897810218978,0.523,0.5974,0.7279,0.9205,0.9126,0.1183,0.9843,0.4895,-0.2191897810218978,-0.14478978102189777
563231600,0.7965650969529086,0.7965650969529086,0.5531,0.6339,0.6536,0.9122,0.9191,0.1094,0.5167,0.5287,-0.24346509695290852,-0.16266509695290854
563232800,0.6665066026410564,0.6665066026410564,0.1724,0.191,0.6164,0.9111,0.9201,0.1147,0.262,0.1666,-0.49410660264105644,-0.47550660264105643
563234400,0.6927643784786642,0.6927643784786642,0.1272,0.1403,0.6486,0.9113,0.9234,0.1119,0.4764,0.1218,-0.5655643784786643,-0.5524643784786643
563235600,0.4,0.4,0.0158,0.0172,0.6676,0.9116,0.9219,0.1143,0.6,0.015,-0.38420000000000004,-0.38280000000000003
563237100,0.4,0.4,0.008,0.0087,0.7288,0.9136,0.9201,0.1172,1.0,0.0075,-0.392,-0.39130000000000004
563242400,0.7817619783616693,0.7817619783616693,0.56,0.6423,0.6444,0.9139,0.9185,0.1216,0.4313,0.5368,-0.22176197836166922,-0.1394619783616693
563242900,0.6433609958506225,0.6433609958506225,0.1898,0.2105,0.6812,0.913,0.9191,0.1143,0.691,0.18,-0.4535609958506225,-0.43286099585062243
563243500,0.4,0.4,0.008,0.0087,0.7301,0.9122,0.9272,0.1191,1.0,0.0075,-0.392,-0.39130000000000004
563246800,0.5522842639593909,0.5522842639593909,0.0254,0.0277,0.6952,0.9113,0.9191,0.1067,0.801,0.024,-0.5268842639593909,-0.524584263959391
563247600,0.6928429423459245,0.6928429423459245,0.2186,0.2431,0.6747,0.9114,0.921,0.1126,0.6521,0.2077,-0.47424294234592446,-0.4497429423459245
563250400,0.7433890214797136,0.7433890214797136,0.4984,0.5687,0.6741,0.9165,0.9166,0.1166,0.6333,0.4737,-0.24498902147971363,-0.17468902147971366
563250900,0.4,0.4,0.016,0.0174,0.7274,0.9151,0.9176,0.1113,1.0,0.015,-0.384,-0.38260000000000005
563253200,0.6164261931187569,0.6164261931187569,0.1536,0.1698,0.6731,0.9133,0.9193,0.1145,0.6354,0.146,-0.46282619311875695,-0.4466261931187569
563257300,0.7636568848758465,0.7636568848758465,0.2352,0.2621,0.6025,0.9102,0.9242,0.1116,0.1713,0.2282,-0.5284568848758465,-0.5015568848758465
563257700,0.4,0.4,0.008,0.0087,0.7178,0.913,0.9211,0.1175,0.9267,0.0075,-0.392,-0.39130000000000004
563258700,0.678393351800554,0.678393351800554,0.0617,0.0677,0.6429,0.9144,0.916,0.1124,0.4389,0.0592,-0.6166933518005541,-0.6106933518005541
563259300,0.798776758409786,0.798776758409786,0.2599,0.2902,0.7017,0.9197,0.9157,0.125,0.7965,0.2451,-0.538876758409786,-0.508576758409786
563273800,0.6151774785801714,0.6151774785801714,0.1304,0.1436,0.7267,0.9173,0.9154,0.1069,1.0,0.1221,-0.4847774785801714,-0.47157747858017135
563274600,0.7240641711229947,0.7240641711229947,0.1782,0.1975,0.6477,0.9103,0.9215,0.1179,0.4653,0.1706,-0.5458641711229947,-0.5265641711229947
563285400,0.7752753977968176,0.7752753977968176,0.2574,0.2873,0.6215,0.9106,0.9201,0.107,0.3101,0.2484,-0.5178753977968176,-0.48797539779681764
563299000,0.6660633484162897,0.6660633484162897,0.1138,0.1252,0.7265,0.9181,0.9168,0.1037,1.0,0.1066,-0.5522633484162897,-0.5408633484162897
563304600,0.7886451612903226,0.7886451612903226,0.1648,0.1823,0.7253,0.919,0.9194,0.0951,1.0,0.1544,-0.6238451612903226,-0.6063451612903226
563625000,0.7292759706190977,0.7292759706190977,0.2289,0.2549,0.6121,0.9118,0.9188,0.1184,0.2265,0.2215,-0.5003759706190977,-0.47437597061909764
563675000,0.4,0.4,0.008,0.0087,0.7296,0.9155,0.9189,0.1184,1.0,0.0075,-0.392,-0.39130000000000004
563750000,0.919774806474314,0.919774806474314,0.7316,0.8852,0.6505,0.9114,0.9196,0.1195,0.4812,0.7,-0.18817480647431395,-0.03457480647431399
563886000,0.7927710843373494,0.7927710843373494,0.1517,0.1677,0.6489,0.9105,0.9165,0.1137,0.4868,0.1452,-0.6410710843373495,-0.6250710843373495
563887000,0.4,0.4,0.008,0.0087,0.7296,0.9151,0.9184,0.1195,1.0,0.0075,-0.392,-0.39130000000000004
563916000,0.731685393258427,0.731685393258427,0.2209,0.2458,0.6241,0.9129,0.9155,0.1262,0.295,0.213,-0.510785393258427,-0.48588539325842695
563961000,0.0,0.0,0.0,0.0,0.6331,0.914,0.9201,0.1387,0.3253,0.0,0.0,0.0
563984000,0.819078104993598,0.819078104993598,0.5262,0.6023,0.6311,0.9153,0.9155,0.1159,0.3524,0.5063,-0.292878104993598,-0.21677810499359806
564029000,0.6785714285714286,0.6785714285714286,0.1784,0.1977,0.6138,0.9122,0.9177,0.122,0.2328,0.1725,-0.5001714285714286,-0.4808714285714286
564030000,0.4,0.4,0.024,0.0262,0.7291,0.9144,0.9222,0.1155,1.0,0.0225,-0.376,-0.3738
564058000,0.791866028708134,0.791866028708134,0.2427,0.2706,0.6007,0.9095,0.9267,0.106,0.167,0.2356,-0.549166028708134,-0.5212660287081341
564169000,0.7253218884120172,0.7253218884120172,0.2239,0.2491,0.6891,0.9142,0.918,0.1096,0.7493,0.2119,-0.5014218884120172,-0.4762218884120172
564226000,0.7105485232067511,0.7105485232067511,0.1701,0.1884,0.606,0.9095,0.9257,0.1031,0.2087,0.1649,-0.5404485232067511,-0.5221485232067511
564241000,0.722626788036411,0.722626788036411,0.3971,0.4489,0.6536,0.9116,0.9233,0.1058,0.5188,0.3796,-0.325526788036411,-0.273726788036411
564246000,0.4,0.4,0.008,0.0087,0.7299,0.9157,0.9202,0.1183,1.0,0.0075,-0.392,-0.39130000000000004
564391000,0.7217785843920146,0.7217785843920146,0.3831,0.4325,0.6407,0.9137,0.9193,0.1242,0.4021,0.3676,-0.3386785843920146,-0.2892785843920146
564407000,0.8660869565217392,0.8660869565217392,0.6036,0.6969,0.5987,0.9099,0.9234,0.1139,0.144,0.5862,-0.26248695652173915,-0.1691869565217392
564440000,0.4,0.4,0.0238,0.0259,0.6979,0.9141,0.918,0.1194,0.7919,0.0225,-0.37620000000000003,-0.37410000000000004
564588000,0.4,0.4,0.008,0.0087,0.7091,0.9136,0.9197,0.1188,0.8665,0.0075,-0.392,-0.39130000000000004
564599000,0.4,0.4,0.016,0.0174,0.7231,0.9126,0.9259,0.1112,0.9673,0.015,-0.384,-0.38260000000000005
564619000,0.4,0.4,0.008,0.0087,0.7297,0.9157,0.9207,0.117,1.0,0.0075,-0.392,-0.39130000000000004
564880000,0.8104223806911685,0.8104223806911685,0.5478,0.628,0.6042,0.911,0.9192,0.1149,0.1816,0.5312,-0.2626223806911685,-0.18242238069116845
564909000,0.7571084337349399,0.7571084337349399,0.2274,0.2532,0.5984,0.9094,0.924,0.1048,0.1577,0.2209,-0.5297084337349398,-0.5039084337349399
564938000,0.7885297184567257,0.7885297184567257,0.2882,0.3226,0.6378,0.9109,0.9225,0.1105,0.409,0.2768,-0.5003297184567257,-0.4659297184567257
565032000,0.4,0.4,0.0079,0.0086,0.699,0.9116,0.9248,0.1181,0.7991,0.0075,-0.3921,-0.3914
565050000,0.862716049382716,0.862716049382716,0.344,0.387,0.7299,0.9156,0.9268,0.1134,1.0,0.3218,-0.518716049382716,-0.47571604938271594
565127000,0.6260521042084168,0.6260521042084168,0.0776,0.0852,0.6206,0.9105,0.9233,0.1114,0.2924,0.0749,-0.5484521042084168,-0.5408521042084169
565133000,0.6502564102564103,0.6502564102564103,0.1007,0.1108,0.6228,0.9107,0.9246,0.1135,0.3012,0.0971,-0.5495564102564103,-0.5394564102564103
565220000,0.4,0.4,0.016,0.0174,0.7274,0.9144,0.9188,0.1114,1.0,0.015,-0.384,-0.38260000000000005
565615000,0.788,0.788,0.6262,0.7237,0.6307,0.9114,0.9205,0.1106,0.3629,0.6026,-0.16180000000000005,-0.06430000000000002
565688000,0.8835187057633973,0.8835187057633973,0.2463,0.2749,0.598,0.9101,0.9245,0.117,0.1319,0.2393,-0.6372187057633973,-0.6086187057633974
565696000,0.8677915632754343,0.8677915632754343,0.6815,0.7899,0.7256,0.9145,0.9114,0.1102,1.0,0.6383,-0.18629156327543428,-0.07789156327543423
565772000,0.6441215323645971,0.6441215323645971,0.1428,0.1577,0.6228,0.9132,0.917,0.1246,0.2866,0.1377,-0.5013215323645971,-0.4864215323645971
565777000,0.8296482412060302,0.8296482412060302,0.1404,0.1552,0.6013,0.9103,0.9244,0.1209,0.1474,0.1363,-0.6892482412060302,-0.6744482412060302
565780000,0.6792665726375177,0.6792665726375177,0.153,0.1692,0.6323,0.9132,0.9142,0.1287,0.3467,0.1472,-0.5262665726375176,-0.5100665726375176
565795000,0.790273556231003,0.790273556231003,0.2963,0.3319,0.6356,0.9137,0.9159,0.1239,0.3733,0.2847,-0.49397355623100303,-0.45837355623100307
565887000,0.7161538461538461,0.7161538461538461,0.3411,0.3835,0.682,0.9149,0.9173,0.1148,0.6924,0.3234,-0.3750538461538461,-0.33265384615384613
565893000,0.872538860103627,0.872538860103627,0.4791,0.5461,0.6016,0.913,0.9165,0.1149,0.1627,0.4649,-0.393438860103627,-0.326438860103627
565904000,0.6275862068965518,0.6275862068965518,0.2001,0.2222,0.6657,0.9142,0.9171,0.1119,0.591,0.1906,-0.42748620689655176,-0.40538620689655175
565953000,0.7927797833935019,0.7927797833935019,0.5254,0.6005,0.7265,0.9131,0.9241,0.1058,1.0,0.492,-0.2673797833935019,-0.19227978339350182
566127000,0.7431578947368421,0.7431578947368421,0.4406,0.4999,0.6339,0.9115,0.9193,0.1088,0.3885,0.4236,-0.30255789473684214,-0.24325789473684212
566387000,0.4,0.4,0.016,0.0174,0.7278,0.9119,0.9259,0.1116,1.0,0.015,-0.384,-0.38260000000000005
566773000,0.7331136738056012,0.7331136738056012,0.1541,0.1704,0.668,0.9129,0.9177,0.1139,0.6056,0.1467,-0.5790136738056012,-0.5627136738056012
566894000,0.8424242424242424,0.8424242424242424,0.2978,0.3336,0.6288,0.9118,0.9178,0.1119,0.3504,0.2867,-0.5446242424242425,-0.5088242424242424
566919000,0.4,0.4,0.0,0.0,0.7238,0.912,0.9247,0.0961,1.0,0.0,-0.4,-0.4
566981000,0.72370820668693,0.72370820668693,0.1567,0.1733,0.6007,0.9093,0.9222,0.1041,0.1768,0.1521,-0.56700820668693,-0.55040820668693
567068500,0.759879437374414,0.759879437374414,0.7401,0.8709,0.691,0.9161,0.9165,0.1275,0.7292,0.7,-0.01977943737441401,0.11102056262558602
567383000,0.6327868852459017,0.6327868852459017,0.1036,0.114,0.6649,0.9144,0.9173,0.112,0.5847,0.0987,-0.5291868852459016,-0.5187868852459017
567624000,0.7568250150330728,0.7568250150330728,0.484,0.5512,0.6547,0.912,0.9206,0.1082,0.525,0.4625,-0.27282501503307277,-0.20562501503307273
574001630,0.5076555023923445,0.5076555023923445,0.05,0.0547,0.6843,0.9119,0.922,0.109,0.7194,0.0474,-0.4576555023923445,-0.4529555023923445
574004780,0.8475336322869955,0.8475336322869955,0.2254,0.2509,0.6252,0.9108,0.9256,0.1087,0.3242,0.2172,-0.6221336322869955,-0.5966336322869955
574005640,0.7807174887892376,0.7807174887892376,0.2582,0.2883,0.6215,0.9104,0.9205,0.1069,0.3101,0.2491,-0.5225174887892376,-0.49241748878923763
620800054,0.7861231569817866,0.7861231569817866,0.3175,0.3564,0.7257,0.915,0.93,0.0947,1.0,0.2974,-0.4686231569817866,-0.4297231569817866
620800065,0.5731958762886598,0.5731958762886598,0.1031,0.1133,0.7278,0.9148,0.9245,0.1078,1.0,0.0965,-0.4700958762886598,-0.45989587628865974
620999949,0.454,0.454,0.0204,0.0223,0.7263,0.9118,0.9239,0.1073,1.0,0.0191,-0.4336,-0.43170000000000003
622121427,0.6376299376299377,0.6376299376299377,0.1838,0.2038,0.6534,0.9114,0.9201,0.1131,0.5104,0.1757,-0.45382993762993773,-0.4338299376299377
624019000,0.7531598513011153,0.7531598513011153,0.2109,0.2345,0.6375,0.9142,0.9172,0.1094,0.4069,0.2025,-0.5422598513011153,-0.5186598513011154
624023000,0.7528476821192053,0.7528476821192053,0.1987,0.2207,0.6323,0.9139,0.9169,0.1054,0.3801,0.1911,-0.5541476821192053,-0.5321476821192053
636012797,0.6684378320935176,0.6684378320935176,0.1999,0.222,0.6131,0.9111,0.9206,0.1146,0.2396,0.1933,-0.4685378320935176,-0.4464378320935176
636013119,0.4,0.4,0.024,0.0262,0.7243,0.9134,0.9226,0.1167,0.9686,0.0225,-0.376,-0.3738
636013530,0.4,0.4,0.008,0.0087,0.73,0.9142,0.9172,0.1234,1.0,0.0075,-0.392,-0.39130000000000004
636014955,0.4,0.4,0.016,0.0174,0.7273,0.9156,0.9196,0.1085,1.0,0.015,-0.384,-0.38260000000000005
636015481,0.8232415902140673,0.8232415902140673,0.3409,0.3833,0.6334,0.9137,0.9173,0.1181,0.366,0.3278,-0.4823415902140673,-0.4399415902140673
636015873,0.8080931263858093,0.8080931263858093,0.589,0.677,0.665,0.9126,0.9215,0.1092,0.5889,0.5612,-0.21909312638580936,-0.13109312638580928
636016118,0.7153258954785673,0.7153258954785673,0.4247,0.4811,0.6689,0.9123,0.9218,0.1064,0.6201,0.4042,-0.29062589547856726,-0.23422589547856726
